Timestamps,Device,Message,Data
0.0,BMS,BMS_VOLTAGE,30.0
0.01,BMS,BMS_VOLTAGE,30.00133337777926
0.02,BMS,BMS_VOLTAGE,30.00266675555852
0.03,BMS,BMS_VOLTAGE,30.00400013333778
0.04,BMS,BMS_VOLTAGE,30.00533351111704
0.05,BMS,BMS_VOLTAGE,30.006666888896294
0.06,BMS,BMS_VOLTAGE,30.008000266675555
0.07,BMS,BMS_VOLTAGE,30.009333644454816
0.08,BMS,BMS_VOLTAGE,30.010667022234077
0.09,BMS,BMS_VOLTAGE,30.01200040001333
0.1,BMS,BMS_VOLTAGE,30.013333777792592
0.11,BMS,BMS_VOLTAGE,30.014667155571853
0.12,BMS,BMS_VOLTAGE,30.01600053335111
0.13,BMS,BMS_VOLTAGE,30.01733391113037
0.14,BMS,BMS_VOLTAGE,30.01866728890963
0.15,BMS,BMS_VOLTAGE,30.02000066668889
0.16,BMS,BMS_VOLTAGE,30.021334044468148
0.17,BMS,BMS_VOLTAGE,30.02266742224741
0.18,BMS,BMS_VOLTAGE,30.024000800026663
0.19,BMS,BMS_VOLTAGE,30.025334177805927
0.2,BMS,BMS_VOLTAGE,30.026667555585185
0.21,BMS,BMS_VOLTAGE,30.02800093336445
0.22,BMS,BMS_VOLTAGE,30.029334311143703
0.23,BMS,BMS_VOLTAGE,30.030667688922964
0.24,BMS,BMS_VOLTAGE,30.03200106670222
0.25,BMS,BMS_VOLTAGE,30.033334444481483
0.26,BMS,BMS_VOLTAGE,30.034667822260744
0.27,BMS,BMS_VOLTAGE,30.03600120004
0.28,BMS,BMS_VOLTAGE,30.037334577819266
0.29,BMS,BMS_VOLTAGE,30.03866795559852
0.3,BMS,BMS_VOLTAGE,30.04000133337778
0.31,BMS,BMS_VOLTAGE,30.04133471115704
0.32,BMS,BMS_VOLTAGE,30.0426680889363
0.33,BMS,BMS_VOLTAGE,30.04400146671556
0.34,BMS,BMS_VOLTAGE,30.045334844494818
0.35,BMS,BMS_VOLTAGE,30.046668222274075
0.36,BMS,BMS_VOLTAGE,30.048001600053336
0.37,BMS,BMS_VOLTAGE,30.049334977832597
0.38,BMS,BMS_VOLTAGE,30.05066835561185
0.39,BMS,BMS_VOLTAGE,30.052001733391112
0.4,BMS,BMS_VOLTAGE,30.053335111170373
0.41,BMS,BMS_VOLTAGE,30.05466848894963
0.42,BMS,BMS_VOLTAGE,30.05600186672889
0.43,BMS,BMS_VOLTAGE,30.05733524450815
0.44,BMS,BMS_VOLTAGE,30.05866862228741
0.45,BMS,BMS_VOLTAGE,30.060002000066667
0.46,BMS,BMS_VOLTAGE,30.06133537784593
0.47,BMS,BMS_VOLTAGE,30.062668755625182
0.48,BMS,BMS_VOLTAGE,30.064002133404447
0.49,BMS,BMS_VOLTAGE,30.065335511183704
0.5,BMS,BMS_VOLTAGE,30.066668888962965
0.51,BMS,BMS_VOLTAGE,30.068002266742223
0.52,BMS,BMS_VOLTAGE,30.069335644521484
0.53,BMS,BMS_VOLTAGE,30.070669022300745
0.54,BMS,BMS_VOLTAGE,30.07200240008
0.55,BMS,BMS_VOLTAGE,30.073335777859263
0.56,BMS,BMS_VOLTAGE,30.07466915563852
0.5700000000000001,BMS,BMS_VOLTAGE,30.076002533417785
0.58,BMS,BMS_VOLTAGE,30.07733591119704
0.59,BMS,BMS_VOLTAGE,30.0786692889763
0.6,BMS,BMS_VOLTAGE,30.08000266675556
0.61,BMS,BMS_VOLTAGE,30.08133604453482
