Timestamps,Device,Message,Data
0.0,BMS,BMS_TEMPERATURE,600.0
0.0,BMS,BMS_VOLTAGE,30.0
0.01,BMS,BMS_TEMPERATURE,599.9833327777593
0.01,BMS,BMS_VOLTAGE,30.00133337777926
0.02,BMS,BMS_TEMPERATURE,599.9666655555185
0.02,BMS,BMS_VOLTAGE,30.00266675555852
0.03,BMS,BMS_TEMPERATURE,599.9499983332778
0.03,BMS,BMS_VOLTAGE,30.00400013333778
0.04,BMS,BMS_TEMPERATURE,599.933331111037
0.04,BMS,BMS_VOLTAGE,30.005333511117037
0.05,BMS,BMS_TEMPERATURE,599.9166638887963
0.05,BMS,BMS_VOLTAGE,30.006666888896298
0.06,BMS,BMS_TEMPERATURE,599.8999966665556
0.06,BMS,BMS_VOLTAGE,30.008000266675555
0.07,BMS,BMS_TEMPERATURE,599.8833294443148
0.07,BMS,BMS_VOLTAGE,30.009333644454816
0.08,BMS,BMS_TEMPERATURE,599.8666622220741
0.08,BMS,BMS_VOLTAGE,30.010667022234074
0.09,BMS,BMS_TEMPERATURE,599.8499949998334
0.09,BMS,BMS_VOLTAGE,30.012000400013335
0.1,BMS,BMS_TEMPERATURE,599.8333277775926
0.1,BMS,BMS_VOLTAGE,30.013333777792592
0.11,BMS,BMS_TEMPERATURE,599.8166605553519
0.11,BMS,BMS_VOLTAGE,30.014667155571853
0.12,BMS,BMS_TEMPERATURE,599.799993333111
0.12,BMS,BMS_VOLTAGE,30.01600053335111
0.13,BMS,BMS_TEMPERATURE,599.7833261108703
0.13,BMS,BMS_VOLTAGE,30.017333911130372
0.14,BMS,BMS_TEMPERATURE,599.7666588886296
0.14,BMS,BMS_VOLTAGE,30.01866728890963
0.15,BMS,BMS_TEMPERATURE,599.7499916663888
0.15,BMS,BMS_VOLTAGE,30.02000066668889
0.16,BMS,BMS_TEMPERATURE,599.7333244441481
0.16,BMS,BMS_VOLTAGE,30.021334044468148
0.17,BMS,BMS_TEMPERATURE,599.7166572219074
0.17,BMS,BMS_VOLTAGE,30.02266742224741
0.18,BMS,BMS_TEMPERATURE,599.6999899996666
0.18,BMS,BMS_VOLTAGE,30.024000800026666
0.19,BMS,BMS_TEMPERATURE,599.6833227774259
